33,4,15,3,19,16,4,15,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,5,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,17,9,10,15,3,4,10,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,5,9,9,5,10,3,4,15,3,4,3,7,23,2,31,4,15,0,0,0,0,0,0,0,0,0,0,0,
5,6,15,3,4,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,15,21,4,10,3,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,15,3,16,6,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,3,9,4,10,15,3,23,2,15,19,16,16,15,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,16,9,1,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,21,4,27,6,3,16,16,4,21,16,4,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,3,4,3,2,4,10,3,31,27,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,26,10,3,4,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,6,10,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,3,9,5,1,5,8,9,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
