328,78,61,4,49,414,78,747,1039,1040,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1042,4,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1043,6,11,4,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,108,39,175,38,169,4,21,11,813,97,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,43,254,250,40,11,4,156,1046,1047,97,649,116,183,184,181,1048,0,0,0,0,0,0,0,0,0,0,0,0,
6,132,238,4,156,11,498,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,115,255,56,11,150,97,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,106,4,131,276,43,1049,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,307,33,97,11,48,4,568,1051,49,68,114,494,49,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,32,33,98,796,2,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638,159,56,338,132,4,135,264,135,159,905,56,45,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,99,97,212,2,56,1053,4,459,1054,4,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,93,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,113,172,99,97,238,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,67,38,1056,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
249,307,63,40,98,6,26,230,666,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,309,4,167,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,67,45,355,1059,97,423,790,56,45,4,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,11,48,537,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1061,1034,230,562,680,181,31,1062,1063,1064,1063,1065,36,1066,36,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,33,252,34,237,59,396,124,453,39,261,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,13,666,21,562,47,54,39,164,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,170,171,66,6,715,23,11,1068,49,7,45,1069,1070,1071,1072,9,313,1073,45,4,461,39,1074,0,0,0,0,0,
56,160,1075,100,313,533,7,172,1076,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
713,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1078,1079,40,33,167,741,112,49,327,43,219,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,77,6,1080,45,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,13,769,97,1081,692,11,1082,49,355,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,589,11,1083,97,54,4,720,49,108,39,687,725,135,1084,21,11,1085,1086,0,0,0,0,0,0,0,0,0,0,
376,21,73,43,1087,545,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1088,1089,238,745,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,589,103,4,416,59,6,32,317,80,2,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,407,11,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1090,23,1091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577,319,272,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1092,1093,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
742,98,584,1094,106,112,229,43,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,43,972,11,79,97,4,49,460,93,56,11,4,665,235,1095,804,0,0,0,0,0,0,0,0,0,0,0,0,
515,1096,1097,1098,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,93,1099,165,38,97,45,159,790,45,205,512,39,247,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,42,393,1100,11,227,106,4,80,6,42,311,78,172,1101,56,1102,0,0,0,0,0,0,0,0,0,0,0,0,
467,2,103,4,323,499,1103,59,259,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,1104,11,1105,450,93,49,93,567,219,113,442,230,1106,1107,1108,1109,179,59,274,68,1110,549,0,0,0,0,0,0,
268,93,552,4,1111,39,1112,980,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,195,4,678,220,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,13,570,34,14,11,1113,21,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,1114,759,21,253,4,59,27,51,7,103,1038,4,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
