1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,5,6,3,7,5,8,9,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,12,10,3,3,3,3,3,3,4,3,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,14,9,4,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,16,6,16,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,10,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,8,5,9,10,3,4,15,19,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,16,15,3,16,16,20,21,4,13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,12,17,10,15,3,14,8,16,9,10,3,4,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,3,4,5,6,16,10,15,3,7,3,5,16,6,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,10,15,21,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,6,5,9,4,10,3,4,10,3,2,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,21,16,22,17,9,3,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,9,3,21,3,3,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,7,2,5,15,4,10,3,2,5,10,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,2,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,9,3,2,22,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,3,2,22,4,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4,3,15,3,2,22,4,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,10,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,17,9,18,17,9,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,6,16,15,5,6,16,9,23,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,6,10,21,19,21,17,9,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,23,3,2,10,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,3,19,6,22,3,21,4,21,7,21,7,6,19,15,21,0,0,0,0,0,0,0,0,0,0,0,0,
5,16,6,3,4,21,15,4,27,27,27,7,27,27,27,27,7,27,27,27,7,27,27,0,0,0,0,0,0,
5,6,10,28,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,12,10,3,19,12,5,12,4,10,21,19,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,8,5,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6,10,3,4,21,4,3,15,21,4,3,15,4,3,19,20,29,0,0,0,0,0,0,0,0,0,0,0,
1,6,5,9,29,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,6,10,15,15,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,30,12,4,26,6,10,15,21,23,6,15,17,9,4,10,27,0,0,0,0,0,0,0,0,0,0,0,0,
16,5,2,4,19,31,4,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,10,3,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
