1,12,15,13,18,16,12,15,3,19,34,0,0,0,0,
15,1,12,13,0,0,0,0,0,0,0,0,0,0,0,
2,4,10,3,1,0,0,0,0,0,0,0,0,0,0,
4,1,5,24,10,15,7,12,10,13,12,13,0,0,0,
4,1,15,7,12,10,15,13,0,0,0,0,0,0,0,
16,15,1,12,10,13,12,15,13,0,0,0,0,0,0,
9,15,4,16,1,4,25,7,0,0,0,0,0,0,0,
4,9,17,1,7,4,2,25,0,0,0,0,0,0,0,
9,4,12,13,1,7,16,21,21,1,16,12,10,13,0,
10,4,12,13,1,12,10,3,15,3,3,13,0,0,0,
2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,
1,30,10,4,12,15,13,0,0,0,0,0,0,0,0,
1,2,10,15,4,0,0,0,0,0,0,0,0,0,0,
9,4,1,7,7,4,9,9,25,13,0,0,0,0,0,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,21,21,14,7,0,0,0,0,0,0,0,0,0,0,
1,2,10,15,4,12,13,26,12,10,3,13,0,0,0,
1,2,10,15,15,4,0,0,0,0,0,0,0,0,0,
4,1,7,12,13,8,18,4,9,9,19,5,24,7,0,
4,9,1,12,13,12,3,21,34,13,0,0,0,0,0,
12,15,13,8,9,10,4,1,10,15,7,0,0,0,0,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,1,4,25,14,15,7,18,16,4,19,7,0,0,0,
16,9,4,1,10,15,7,0,0,0,0,0,0,0,0,
4,2,1,5,26,27,10,15,18,19,7,0,0,0,0,
1,5,16,4,26,33,16,0,0,0,0,0,0,0,0,
15,8,19,8,21,3,1,0,0,0,0,0,0,0,0,
4,1,15,3,7,18,4,9,17,19,4,25,4,0,0,
4,1,10,15,7,0,0,0,0,0,0,0,0,0,0,
1,5,26,7,0,0,0,0,0,0,0,0,0,0,0,
1,12,15,13,0,0,0,0,0,0,0,0,0,0,0,
1,18,19,0,0,0,0,0,0,0,0,0,0,0,0,
16,7,16,15,15,21,9,4,1,0,0,0,0,0,0,
10,3,4,1,7,10,0,0,0,0,0,0,0,0,0,
18,4,1,33,4,12,10,13,25,10,3,7,5,6,7,
16,29,15,28,16,1,15,8,18,17,19,7,0,0,0,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4,15,3,1,5,24,15,7,0,0,0,0,0,0,
9,3,4,1,10,7,0,0,0,0,0,0,0,0,0,
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,9,1,5,6,10,7,12,13,0,0,0,0,0,0,
10,4,1,12,15,13,18,19,16,25,15,3,4,25,0,
