22,18,15,16,0,0,0,0,0,0,0,0,0,0,0,
18,19,19,20,1,9,1,2,1,4,1,0,0,0,0,
6,10,11,1,11,11,11,11,12,1,1,1,1,1,1,
25,9,2,3,1,3,4,0,0,0,0,0,0,0,0,
9,1,1,1,2,3,4,0,0,0,0,0,0,0,0,
14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,
23,1,9,2,1,4,1,1,1,1,1,0,0,0,0,
9,2,3,3,4,1,1,1,1,1,1,1,1,0,0,
1,1,1,1,1,1,9,1,1,2,3,3,1,1,1,
9,2,1,3,4,1,1,0,0,0,0,0,0,0,0,
23,1,9,2,3,1,4,1,1,9,10,11,1,12,0,
24,6,1,2,3,3,4,1,1,1,0,0,0,0,0,
1,25,6,8,2,4,1,1,1,0,0,0,0,0,0,
1,1,24,9,13,18,1,19,19,19,19,19,19,20,0,
22,14,15,16,0,0,0,0,0,0,0,0,0,0,0,
23,1,9,5,0,0,0,0,0,0,0,0,0,0,0,
9,2,4,10,11,11,12,0,0,0,0,0,0,0,0,
6,8,10,11,11,11,12,0,0,0,0,0,0,0,0,
25,9,2,3,4,10,11,11,11,12,0,0,0,0,0,
22,10,11,11,12,0,0,0,0,0,0,0,0,0,0,
9,2,3,4,23,1,2,3,4,0,0,0,0,0,0,
9,10,11,12,9,1,1,2,3,3,4,0,0,0,0,
22,10,1,11,11,12,1,2,1,3,4,0,0,0,0,
1,22,17,2,1,3,4,0,0,0,0,0,0,0,0,
9,2,1,3,3,4,0,0,0,0,0,0,0,0,0,
9,2,3,1,3,3,4,9,2,3,1,4,1,2,4,
22,1,9,2,1,1,0,0,0,0,0,0,0,0,0,
22,1,9,2,3,3,4,0,0,0,0,0,0,0,0,
22,10,1,11,11,11,12,0,0,0,0,0,0,0,0,
1,9,2,3,3,3,3,3,4,0,0,0,0,0,0,
22,10,1,12,9,2,4,0,0,0,0,0,0,0,0,
14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,
14,15,16,1,2,1,4,0,0,0,0,0,0,0,0,
9,2,3,3,3,1,3,4,1,1,1,1,0,0,0,
1,17,0,22,14,16,2,4,1,1,1,0,0,0,0,
1,1,1,1,1,2,3,3,4,0,0,0,0,0,0,
9,10,11,11,12,1,1,9,1,1,2,1,2,3,4,
22,1,9,5,0,0,0,0,0,0,0,0,0,0,0,
22,10,1,21,1,2,3,3,4,0,0,0,0,0,0,
