1,1,1,8,1,1,1,11,2,1,1,0,0,0,0,
9,8,1,8,0,0,0,0,0,0,0,0,0,0,0,
10,9,1,8,16,0,0,0,0,0,0,0,0,0,0,
9,2,1,2,1,15,8,1,1,1,15,0,0,0,0,
9,2,15,8,1,1,2,15,0,0,0,0,0,0,0,
23,15,22,1,1,8,15,3,8,0,0,0,0,0,0,
24,3,8,1,2,9,1,1,0,0,0,0,0,0,0,
9,1,1,2,22,0,10,8,0,0,0,0,0,0,0,
10,9,1,1,2,8,1,1,1,9,1,1,1,2,0,
22,14,15,7,10,1,10,8,8,1,8,2,0,0,0,
10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,
10,9,1,14,15,15,8,0,0,0,0,0,0,0,0,
22,10,1,10,8,0,0,0,0,0,0,0,0,0,0,
9,9,2,8,22,9,1,10,15,1,0,0,0,0,0,
16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,16,8,1,3,0,0,0,0,0,0,0,0,0,0,
22,10,1,15,1,15,8,0,1,1,8,1,0,0,0,
22,10,1,15,15,8,0,0,0,0,0,0,0,0,0,
9,2,15,1,8,1,1,9,2,10,2,1,15,9,0,
9,10,15,1,15,1,3,1,0,8,0,0,0,0,0,
1,3,1,1,1,1,2,2,1,15,2,0,0,0,0,
2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,8,2,1,5,8,1,2,9,2,2,0,0,0,
23,1,9,16,1,15,8,0,0,0,0,0,0,0,0,
9,10,11,15,15,8,1,2,1,15,8,0,0,0,0,
0,1,9,9,3,3,9,0,0,0,0,0,0,0,0,
15,1,8,1,15,24,8,0,0,0,0,0,0,0,0,
9,2,16,8,24,1,9,1,1,2,9,10,9,0,0,
9,2,1,15,8,0,0,0,0,0,0,0,0,0,0,
1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,
2,1,3,16,0,0,0,0,0,0,0,0,0,0,0,
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,
0,22,1,1,3,8,1,9,0,0,0,0,0,0,0,
1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,
1,9,1,8,1,15,1,9,0,1,8,9,1,2,8,
8,10,16,8,1,24,7,1,1,1,3,8,0,0,0,
16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,9,10,8,0,1,15,1,8,0,0,0,0,0,0,
10,8,8,10,1,7,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,10,0,1,2,1,2,1,9,0,0,0,0,0,0,
1,1,2,1,16,8,1,9,1,2,16,11,8,1,0,
