22,18,15,16,16,16,16,16,16,16,16,16,16,16,16,
18,19,19,20,1,9,1,2,1,4,1,1,1,1,1,
6,10,11,1,11,11,11,11,12,1,1,1,1,1,1,
25,9,2,3,1,3,4,4,4,4,4,4,4,4,4,
9,1,1,1,2,3,4,4,4,4,4,4,4,4,4,
14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,
23,1,9,2,1,4,1,1,1,1,1,1,1,1,1,
9,2,3,3,4,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,9,1,1,2,3,3,1,1,1,
9,2,1,3,4,1,1,1,1,1,1,1,1,1,1,
23,1,9,2,3,1,4,1,1,9,10,11,1,12,12,
24,6,1,2,3,3,4,1,1,1,1,1,1,1,1,
1,25,6,8,2,4,1,1,1,1,1,1,1,1,1,
1,1,24,9,13,18,1,19,19,19,19,19,19,20,20,
22,14,15,16,16,16,16,16,16,16,16,16,16,16,16,
23,1,9,5,5,5,5,5,5,5,5,5,5,5,5,
9,2,4,10,11,11,12,12,12,12,12,12,12,12,12,
6,8,10,11,11,11,12,12,12,12,12,12,12,12,12,
25,9,2,3,4,10,11,11,11,12,12,12,12,12,12,
22,10,11,11,12,12,12,12,12,12,12,12,12,12,12,
9,2,3,4,23,1,2,3,4,4,4,4,4,4,4,
9,10,11,12,9,1,1,2,3,3,4,4,4,4,4,
22,10,1,11,11,12,1,2,1,3,4,4,4,4,4,
1,22,17,2,1,3,4,4,4,4,4,4,4,4,4,
9,2,1,3,3,4,4,4,4,4,4,4,4,4,4,
9,2,3,1,3,3,4,9,2,3,1,4,1,2,4,
22,1,9,2,1,1,1,1,1,1,1,1,1,1,1,
22,1,9,2,3,3,4,4,4,4,4,4,4,4,4,
22,10,1,11,11,11,12,12,12,12,12,12,12,12,12,
1,9,2,3,3,3,3,3,4,4,4,4,4,4,4,
22,10,1,12,9,2,4,4,4,4,4,4,4,4,4,
14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
14,15,16,1,2,1,4,4,4,4,4,4,4,4,4,
9,2,3,3,3,1,3,4,1,1,1,1,1,1,1,
1,17,0,22,14,16,2,4,1,1,1,1,1,1,1,
1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,
9,10,11,11,12,1,1,9,1,1,2,1,2,3,4,
22,1,9,5,5,5,5,5,5,5,5,5,5,5,5,
22,10,1,21,1,2,3,3,4,4,4,4,4,4,4,
9,2,3,1,3,3,4,1,1,1,1,1,1,1,1,
9,10,12,22,14,16,25,10,11,11,11,1,5,5,5,
9,2,3,3,3,3,3,4,4,4,4,4,4,4,4,
9,1,2,4,1,1,1,1,1,1,1,1,1,1,1,
9,2,4,1,1,1,1,1,1,1,1,1,1,1,1,
9,10,1,11,12,1,2,3,3,3,3,3,4,4,4,
23,1,9,5,5,5,5,5,5,5,5,5,5,5,5,
25,9,2,1,3,4,4,4,4,4,4,4,4,4,4,
9,2,3,3,3,3,4,0,0,0,0,0,0,0,0,
23,14,15,1,1,1,1,1,1,1,1,1,1,1,1,
22,10,11,11,11,12,12,12,12,12,12,12,12,12,12,
22,10,11,11,11,12,12,12,12,12,12,12,12,12,12,
22,10,1,11,12,1,2,1,1,1,1,1,1,1,1,
9,2,3,3,4,1,1,1,2,3,3,3,3,4,4,
9,2,3,3,3,4,1,1,1,1,1,1,1,1,1,
9,1,2,4,1,1,1,1,1,1,1,1,1,1,1,
24,9,13,1,2,3,3,4,4,4,4,4,4,4,4,
14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
24,1,6,7,8,13,1,1,1,1,1,1,1,1,1,
9,2,3,3,4,1,9,10,13,1,2,3,4,4,4,
9,1,1,5,22,17,1,1,9,5,1,10,11,11,12,
14,15,16,1,1,1,1,1,1,1,1,1,1,1,1,
9,1,1,2,1,3,4,1,1,1,1,1,1,1,1,
9,1,1,10,13,13,13,13,13,13,13,13,13,13,13,
23,10,1,11,11,12,12,12,12,12,12,12,12,12,12,
23,17,10,12,12,12,12,12,12,12,12,12,12,12,12,
9,2,3,3,4,1,1,25,2,3,3,4,4,4,4,
9,1,2,4,1,9,13,1,10,12,12,12,12,12,12,
9,2,3,3,3,3,4,4,4,4,4,4,4,4,4,
25,6,8,2,1,3,3,3,4,4,4,4,4,4,4,
